marca,modelo,tipo,motor,descricao,preco,quilometragem,cambio,ano,portas,combustivel,troca,cor,vendido,data
Volkswagen,Fusca,Sedan Compacto,1.5,1.5 8v 1.5 8V GASOLINA 2P MANUAL ,39900.0,100,Manual,1972,2,Gasolina,Aceito Troca,Vermelho,Não,05/04/2023
Jeep,Compass,SUV,1.6,1.6 jeep compass sport 2.0 flex 166cv aut.2021 ,125900.0,32789,Automático,2020,5,Bi-Combustível,Não Aceita Troca,Branco,Não,05/04/2023
Citroen,C3 Picasso,Hatch Médio,Excl.,Excl. 1.6 Flex 16V 5p Aut. ,38200.0,90880,Automático,2013,5,Bi-Combustível,Aceito Troca,Preto,Não,05/04/2023
Volkswagen,Amarok,Pick-up Grande,Highline,Highline CD 3.0 4x4 TB Dies. Aut. ,189990.0,80000,Automático,2018,4,Diesel,Não Aceita Troca,Branco,Não,05/04/2023
Ford,Territory,SUV,1.6,1.6 ford territory sel 1.5t gtdi 150cv cteto aut.2021 ,159900.0,40863,Automático,2020,5,Gasolina,Não Aceita Troca,Prata,Não,05/04/2023
Renault,Sandero,Hatch Compacto,1.6,1.6 8v 1.6 EXPRESSION 8V FLEX 4P AUTOMATIZADO ,41900.0,78369,Automático,2015,4,Bi-Combustível,Aceito Troca,Branco,Não,05/04/2023
Volkswagen,Jetta,Sedan Médio,1.6,1.6 volkswagen jetta highline 2.0tsi 211cv cteto aut.2018 ,111900.0,62549,Automático,2017,4,Gasolina,Não Aceita Troca,Branco,Não,05/04/2023
Volkswagen,CrossFox,CrossOver,1.6,1.6 Mi Total Flex 8V 5p ,41990.0,120000,Manual,2012,5,Bi-Combustível,Aceito Troca,Vermelho,Não,05/04/2023
Ford,KA Hatch,Hatch Compacto,1.0,1.0 12v SE 1.0 Flex ,34900.0,231955,Manual,2016,4,Bi-Combustível + Kit Gás,Aceito Troca,Preto,Não,05/04/2023
Kia,Picanto,Hatch Compacto,1.0,1.0 1.0 (Flex) J320 ,33790.0,98000,Manual,2011,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Jeep,Compass,SUV,2.0,2.0 16v 2.0 16V FLEX SPORT AUTOMÁTICO ,96800.0,57700,Automático,2016,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Jeep,Compass,SUV,LONGITUDE,LONGITUDE 2.0 4x4 Dies. 16V Aut. ,124900.0,119000,Automático,2018,4,Diesel,Aceito Troca,Branco,Não,04/05/2023
Chevrolet,Joy,Hatch Médio,Hatch,Hatch 1.0 8V Flex 5p Mec. ,54900.0,67000,Manual,2020,5,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 8v trend ,38900.0,103000,Manual,2013,4,Bi-Combustível,Aceito Troca,Vermelho,Não,04/05/2023
Renault,Logan,Sedan Compacto,Expression,Expression Flex 1.6 16V 4p ,44900.0,94579,Manual,2016,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Toyota,Corolla,Sedan Médio,2.0,2.0 XEI ,65000.0,151000,Automático,2012,4,Bi-Combustível,Não Aceita Troca,Prata,Não,04/05/2023
BMW,320i,Sedan Superior,2.0,2.0 ,280000.0,20000,Automático,2021,3,Bi-Combustível,Não Aceita Troca,Azul,Sim,04/05/2023
Toyota,RAV 4,SUV,2.4,2.4 16v 2.4 4X4 16V GASOLINA 4P AUTOMÁTICO ,51900.0,164000,Automático,2008,4,Gasolina,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Polo Hatch,Hatch Compacto,1.6,1.6 8v 1.6 MI SPORTLINE 8V FLEX 4P MANUAL ,44900.0,95000,Manual,2012,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Toyota,Corolla,Sedan Médio,1.8,1.8 16v 1.8 GLI 16V FLEX 4P MANUAL ,61900.0,1111,Automático,2011,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,Volcano,Volcano 2.0 diesel AT9 4x4 ,145900.0,300,Automático,2020,4,Diesel,Aceito Troca,Branco,Não,04/05/2023
Volkswagen,Fox,Hatch Compacto,1.0,1.0 8v G2 ,30000.0,104994,Manual,2011,4,Bi-Combustível,Não Aceita Troca,Vermelho,Sim,04/05/2023
Toyota,Fielder,Perua Superior,Corolla,Corolla SW 1.8/1.8 XEi Flex Aut. ,35900.0,130000,Automático,2007,5,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Fiat,Argo,Hatch Médio,1.0,1.0 Flex ,55000.0,37000,Manual,2019,4,Bi-Combustível,Não Aceita Troca,Vermelho,Não,04/05/2023
Toyota,Corolla,Sedan Médio,GLI,GLI UPPER ,98000.0,61000,Automático,2018,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Toyota,Corolla Cross,SUV,2.0,2.0 16v XRE ,156000.0,15000,Automático,2021,4,Bi-Combustível,Não Aceita Troca,Preto,Sim,04/05/2023
Chevrolet,Camaro,Esportivo|Cabrio,6.2,6.2 6.2 V8 GASOLINA SS CONVERSÍVEL AUTOMÁTICO ,219990.0,31000,Automático,2011,2,Gasolina,Aceito Troca,Preto,Não,04/05/2023
Suzuki,Jimny,Jipe,1.5,1.5 16v Jimny Sierra 4STYLE ALLGRIP 1.5 16V Aut. ,164900.0,19000,Automático,2021,3,Gasolina,Aceito Troca,Preto,Não,04/05/2023
Jeep,Renegade,Jipe,1.8,1.8 4x2 Flex 16V Mec. ,78900.0,92000,Automático,2018,5,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Argo,Hatch Médio,1.0,1.0 Drive 1.0 Firefly (Flex) ,60470.0,34949,Manual,2020,4,Bi-Combustível,Aceito Troca,Vermelho,Não,04/05/2023
Mercedes,Benz C 180,Sedan Superior,1.6,1.6 CGI Flex ,115900.0,94593,Automático,2016,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Ford,Ranger Supercab,Pick-up Grande,2.3,2.3 16v XL ,58900.0,200000,Manual,2001,4,Gasolina,Aceito Troca,Prata,Não,04/05/2023
Toyota,Hilux SW4,SUV,2.8,2.8 2.8 TDI SRX 5L 4x4 (Aut) ,286900.0,81027,Automático,2020,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Ford,KA Sedan,Sedan Compacto,1.5,1.5 8v 1.5 TI-VCT FLEX SE PLUS SEDAN MANUAL ,55890.0,1,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Volkswagen,Saveiro Cab. Est.,Pick-up Compacta,1.6,1.6 8v 1.6 MI TRENDLINE CE 8V FLEX 2P MANUAL ,52900.0,89000,Manual,2015,2,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.0,1.0 LT ,56990.0,92000,Manual,2019,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Mercedes,Benz C 180,Sedan Superior,1.6,1.6 16v 1.6 CGI CLASSIC 16V TURBO GASOLINA 4P AUTOMÁTICO ,72900.0,95000,Automático,2011,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Fiat,Uno,Hatch Compacto,ATTRACTIVE,ATTRACTIVE 1.0 Fire Flex 8V 5p ,41900.0,85000,Manual,2015,5,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Jeep,Renegade,Jipe,1.8,1.8 16v 1.8 16V FLEX SPORT 4P AUTOMÁTICO ,71900.0,120000,Automático,2015,5,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Toyota,Corolla,Sedan Médio,1.8,1.8 Altis Prem. 1.8 Aut. (Híbrido) ,170000.0,5000,Automático,2022,4,Hibrido (combustão + elétrico),Aceito Troca,Branco,Não,04/05/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 12v 1.0 12V MPI TOTALFLEX TRENDLINE 4P MANUAL ,47900.0,67000,Manual,2018,5,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Renault,Logan,Sedan Compacto,ZEN,ZEN ,62900.0,65283,Manual,2020,5,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Volkswagen,Fox,Hatch Compacto,1.6,1.6 16v HIGHLINE MD ,45590.0,128000,Manual,2015,5,Bi-Combustível,Não Aceita Troca,Branco,Sim,04/05/2023
Renault,Kwid,Hatch Compacto,1.0,1.0 12v SCE ZEN MANUAL ,48900.0,58504,Manual,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Mercedes,Benz A 200,Hatch Superior,1.0,1.0 16v TURBO ,109900.0,94143,Automático,2018,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Toyota,Corolla,Sedan Médio,XEi,XEi 2.0 Flex 16V Aut. ,102900.0,68671,Automático,2017,6,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
BMW,116i,Hatch Superior,A,A 1.6 TB 16V 136cv 5p ,76900.0,81597,Automático,2014,5,Gasolina,Aceito Troca,Prata,Não,04/05/2023
Chevrolet,Tracker,CrossOver,1.8,1.8 16v 1.8 MPFI LTZ 4X2 16V FLEX 4P AUTOMÁTICO ,77800.0,96000,Automático,2015,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Jeep,Renegade,Jipe,SPORT,SPORT AT D ,89900.0,146969,Automático,2015,4,Diesel,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Up!,Hatch Compacto,1.0,1.0 BLACK/WHITE/RED 1.O EMOTION ,48900.0,74222,Automatizado,2015,4,Bi-Combustível,Aceito Troca,Vermelho,Não,04/05/2023
Renault,Logan,Sedan Compacto,1.0,1.0 12v Life 1.0 12V SCe (Flex) ,58900.0,300,Manual,2021,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Citroen,C4 Cactus,SUV,1.6,1.6 16v VTI Feel AT6 ,89900.0,31000,Automático,2021,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Toyota,Corolla Cross,SUV,1.8,1.8 XRX Hybrid 1.8 (flex) (Aut) ,187900.0,27106,Automático,2022,4,Gasolina,Aceito Troca,Branco,Não,04/05/2023
Chevrolet,Camaro,Esportivo|Cabrio,SS,SS 6.2 V8 16V ,310900.0,32000,Automático,2015,3,Gasolina,Aceito Troca,Cinza,Não,04/05/2023
Ford,EcoSport,CrossOver,FREESTYLE,FREESTYLE 2.0 16V 4WD Flex 5p ,53900.0,122864,Manual,2013,5,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Chevrolet,Montana,Pick-up Compacta,1.4,1.4 LS 1.4 (Flex) ,52900.0,90000,Manual,2018,2,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Volkswagen,Fox,Hatch Compacto,1.6,1.6 Mi Total Flex 8V 5p ,43900.0,75000,Manual,2013,5,Bi-Combustível,Aceito Troca,Vermelho,Não,04/05/2023
Hyundai,HB20,Hatch Compacto,Comfort,Comfort 1.0 Flex 12V Mec. ,48900.0,182677,Manual,2016,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Toyota,Hilux SW4,SUV,2.8,2.8 16v 2.8 SRX 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO ,229990.0,96000,Automático,2016,4,Diesel,Aceito Troca,Prata,Não,04/05/2023
Toyota,Yaris Hatch,Hatch Compacto,1.3,1.3 16v 1.3 16V FLEX XL MULTIDRIVE ,69900.0,98000,Automático,2019,5,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Jeep,Renegade,Jipe,1.8,1.8 SPORT AUTOMÁTICO ,78900.0,38000,Automático,2017,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,04/05/2023
Fiat,Strada Cab Dupla,Pick-up Compacta,1.4,1.4 8v 1.4 MPI HARD WORKING CE 8V FLEX 2P MANUAL ,64700.0,26300,Manual,2017,2,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Jeep,Renegade,Jipe,1.8,1.8 16v Renegade automático ,79990.0,57882,Automático,2019,5,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Mercedes,Benz C 180,Sedan Superior,1.6,1.6 16v 1.6 CGI 16V TURBO GASOLINA 4P AUTOMÁTICO ,122900.0,74000,Automático,2016,4,Gasolina,Aceito Troca,Cinza,Não,04/05/2023
Ford,Fiesta Sedan,Sedan Compacto,1.6,1.6 16v TITANIUM PLUS SEDAN ,53900.0,49208,Automatizado,2015,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Volkswagen,Polo Hatch,Hatch Compacto,1.6,1.6 8v Polo 1.6 ,39990.0,106000,Manual,2012,4,Álcool + Kit Gás,Aceito Troca,Preto,Não,04/05/2023
Ford,Ranger Cab. Dupla,Pick-up Grande,XLT,XLT CD4 32 ,119900.0,180560,Automático,2014,4,Diesel,Aceito Troca,Branco,Não,04/05/2023
Audi,Q3,SUV,1.4,1.4 TFSI 150CV S-TRONIC 5P ,105900.0,45000,Automático,2015,5,Gasolina,Aceito Troca,Preto,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 16v Volcano ,117900.0,116879,Automático,2017,5,Diesel,Não Aceita Troca,Vinho,Não,04/05/2023
Honda,City Sedan,Sedan Compacto,1.5,1.5 16v EX AUTOMÁTICO ,66900.0,65324,Automático,2015,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Honda,HR-V,SUV,1.8,1.8 16v LX AUTOMÁTICO ,94900.0,66214,Automático,2017,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Renault,Sandero,Hatch Compacto,1.6,1.6 16v 1.6 16V SCE FLEX INTENSE X-TRONIC ,75900.0,37339,Automático,2019,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Up!,Hatch Compacto,1.0,1.0 8v Move ,42000.0,67500,Manual,2015,4,Bi-Combustível,Não Aceita Troca,Prata,Sim,04/05/2023
Fiat,Argo,Hatch Médio,1.0,1.0 16v ,55800.0,66000,Manual,2020,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Hyundai,HB20 X,Hatch Médio,X,X Style 1.6 Flex 16V Aut. ,53900.0,135881,Automatizado,2014,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Chevrolet,Onix Hatch,Hatch Médio,1.4,1.4 8v MPFI LTZ AUTOMÁTICO ,58900.0,67312,Automático,2015,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Fiat,Strada Cab Dupla,Pick-up Compacta,1.3,1.3 8v 1.3 FIREFLY FLEX FREEDOM CS MANUAL ,86900.0,35000,Manual,2021,2,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 8v TREND ,22000.0,114000,Manual,2008,4,Bi-Combustível,Não Aceita Troca,Cinza,Não,04/05/2023
Fiat,Fiorino Furgão,Furgão Compacto,1.4,1.4 8v WORKING HARD FLEX ,76900.0,85000,Manual,2019,2,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Hyundai,HB20,Hatch Compacto,1.0,1.0 TGDI PLATINUM AUTOMÁ ,89900.0,10362,Automático,2021,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Audi,A1,Hatch Superior,1.4,1.4 TFSI 122cv S-tronic 3p ,64900.0,76000,Automático,2011,3,Gasolina,Aceito Troca,Vermelho,Não,04/05/2023
Volkswagen,Saveiro Cab Dupla,CrossOver Light,1.6,1.6 8v HIGHLINE ,62900.0,102000,Manual,2014,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Chevrolet,Onix Sedan,Sedan Compacto,1.0,1.0 1.0 Joy SPE/4 ,55900.0,300,Manual,2020,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Volkswagen,Fox,Hatch Compacto,1.0,1.0 8v 1.0 MI 8V FLEX 4P MANUAL ,37900.0,86282,Manual,2011,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Nissan,Kicks,Hatch Suv Compacto,1.6,1.6 16v START SV XTRONIC ,86900.0,49998,Automático,2017,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Renault,Sandero,Hatch Compacto,1.0,1.0 12v 1.0 12V SCE FLEX AUTHENTIQUE MANUAL ,43900.0,95400,Manual,2017,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,1.9,1.9 ULTRA 2.0 4X4 DIESEL (AUT) ,159900.0,21882,Automático,2021,4,Diesel,Aceito Troca,Preto,Não,04/05/2023
Fiat,Argo,Hatch Médio,DRIVE,DRIVE 1.0 ,58900.0,81000,Manual,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Toyota,Hilux CD,Pick-up Grande,2.8,2.8 16v 2.8 SRX 4X4 CD 16V DIESEL 4P AUTOMÁTICO ,226900.0,33000,Automático,2017,4,Diesel,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.6,1.6 8v Robust 1.6 ,52500.0,65450,Manual,2018,2,Bi-Combustível,Não Aceita Troca,Branco,Não,04/05/2023
Volkswagen,Voyage,Sedan Compacto,Trendline,Trendline 1.0 T.Flex 8V 4p ,40900.0,209615,Manual,2014,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Fox,Hatch Compacto,1.6,"1.6 8v SPACY FOX , 1.6 -8V FLEX 2010 TREND LINE ",29900.0,118830,Manual,2009,5,Bi-Combustível,Não Aceita Troca,Prata,Não
Volkswagen,Virtus,Sedan Compacto,1.6,1.6 8v 1.6 MSI TOTAL FLEX MANUAL ,77900.0,30000,Manual,2019,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Pulse,SUV,1.0,1.0 8v 1.0 TURBO 200 FLEX IMPETUS CVT ,119900.0,9000,Automático,2021,5,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Mini,Cooper,Hatch Compacto,S,S 2.0 Turbo 16v 3p Aut. ,168900.0,34000,Automático,2019,3,Gasolina,Aceito Troca,Cinza,Não,04/05/2023
Fiat,Idea,Minivan Média,1.4,1.4 8v ATTRACTIVE ,44500.0,60571,Manual,2015,5,Bi-Combustível,Não Aceita Troca,Prata,Não,04/05/2023
Hyundai,HB20,Hatch Compacto,Comfort,Comfort Plus 1.0 TB Flex 12V Mec. ,53900.0,82225,Manual,2018,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Idea,Minivan Média,ATTRACTIVE,ATTRACTIVE 1.4 ,32900.0,110000,Manual,2011,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Hyundai,HB20,Hatch Compacto,C./C.Plus/C.Style,C./C.Plus/C.Style 1.6 Flex 16V Mec. ,67900.0,50000,Manual,2018,5,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Hyundai,HB20,Hatch Compacto,1.0,1.0 8v VISION ,70500.0,23000,Manual,2021,4,Bi-Combustível,Não Aceita Troca,Branco,Não,04/05/2023
Chevrolet,Classic,Sedan Compacto,,,23900.0,555555,Manual,2010,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,2.0,2.0 16v 2.0 16V TURBO DIESEL VOLCANO 4WD AUTOMÁTICO ,120900.0,92000,Automático,2017,4,Diesel,Aceito Troca,Preto,Não,04/05/2023
Toyota,Hilux SW4,SUV,SRX,SRX 4x4 2.8 TDI 16V Dies. Aut. ,340000.0,25700,Automático,2021,4,Diesel,Aceito Troca,Branco,Não,04/05/2023
Toyota,Hilux CD,Pick-up Grande,3.0,3.0 16v 3.0 SRV 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO ,124900.0,219441,Automático,2010,4,Diesel,Aceito Troca,Preto,Não,04/05/2023
Chevrolet,Classic,Sedan Compacto,LS,LS ,23900.0,106000,Manual,2011,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Hyundai,IX35,CrossOver,2.0,2.0 16v 2.0 MPI 4X2 16V FLEX 4P MANUAL ,61900.0,110000,Manual,2011,5,Gasolina,Aceito Troca,Preto,Não,04/05/2023
Hyundai,HB20 X,Hatch Médio,1.6,1.6 16v 1.6 16V FLEX EVOLUTION AUTOMÁTICO ,89900.0,34000,Automático,2021,5,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Chevrolet,S 10 Cab. Dupla,Pick-up Grande,2.4,2.4 S10 2.4 LT 4x2 (Cab Dupla) (Flex) ,139900.0,300,Automático,2018,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Volkswagen,Gol,Hatch Compacto,1.0,1.0 Plus 1.0 (G4) (Flex) ,14900.0,130222,Manual,2006,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Hyundai,HB20,Hatch Compacto,Comf./C.Plus/C.Style,Comf./C.Plus/C.Style 1.0 Flex 12V ,43900.0,85000,Manual,2013,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Volkswagen,Voyage,Sedan Compacto,1.6,1.6 MSI Flex 8V 4p ,64900.0,47000,Manual,2021,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Volkswagen,Virtus,Sedan Compacto,1.0,1.0 12v Confortline 200 TSI ,88900.0,45000,Automático,2020,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Volkswagen,Gol,Hatch Compacto,1.6,1.6 8v 1.6 MI POWER 8V FLEX 4P MANUAL G.V ,37900.0,153000,Manual,2012,5,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Fiat,Strada Cab. Simples,Pick-up Compacta,1.4,1.4 Hard Working 1.4 (Flex) (Cabine Estendida) ,62900.0,300,Manual,2019,2,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Nissan,March,Hatch Compacto,1.0,1.0 16v 1.0 S 16V FLEX 4P MANUAL ,29900.0,116000,Manual,2012,5,Bi-Combustível,Aceito Troca,Laranja,Não,04/05/2023
Ford,KA Hatch,Hatch Compacto,1.5,1.5 12v SE ,54990.0,30500,Manual,2018,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Renault,Kwid,Hatch Compacto,1.0,1.0 12v 1.0 12V SCE FLEX INTENSE MANUAL ,44900.0,59000,Manual,2017,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,1.8,1.8 Freedom 1.8 AT6 4x2 (Flex) ,92900.0,300,Automático,2017,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Renault,Kwid,Hatch Compacto,1.0,1.0 12v 1.0 12V SCE FLEX ZEN MANUAL ,44900.0,58000,Manual,2017,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Ford,Ranger Cab. Dupla,Pick-up Grande,XLT,XLT 2.5 16V 4x2 CD Flex ,129900.0,48254,Manual,2017,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Volkswagen,T-Cross,SUV,1.0,1.0 200 TSI ,106900.0,17900,Automático,2020,4,Bi-Combustível,Não Aceita Troca,Branco,Não,04/05/2023
Honda,HR-V,SUV,1.8,1.8 16v 1.8 16V FLEX EX 4P AUTOMÁTICO ,94900.0,81494,Automático,2016,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Toyota,Hilux SW4,SUV,3.0,3.0 16v 3.0 SRV 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁ ,155000.0,155000,Automático,2014,4,Diesel,Aceito Troca,Branco,Não,04/05/2023
Renault,Duster,SUV,1.6,1.6 16v 1.6 OUTDOOR 4X2 16V FLEX 4P MANUAL ,52900.0,555,Manual,2014,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Ford,EcoSport,CrossOver,1.6,1.6 8v 1.6 FREESTYLE 8V FLEX 4P MANUAL ,42900.0,119000,Manual,2012,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Voyage,Sedan Compacto,1.6,1.6 8v 1.6 MSI 8V (Flex) ,56900.0,300,Manual,2019,4,Bi-Combustível,Aceito Troca,Cinza,Não,04/05/2023
Renault,Kwid,Hatch Compacto,1.0,1.0 12v 1.0 12V SCE FLEX ZEN MANUAL ,49900.0,45712,Manual,2020,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Ford,KA Hatch,Hatch Compacto,Ka,Ka 1.0 SE/SE Plus TiVCT Flex 5p ,43500.0,80000,Manual,2018,5,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Renault,Duster,SUV,1.6,1.6 16v 1.6 16V SCE FLEX DYNAMIQUE MANUAL ,76900.0,80000,Manual,2018,5,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Ford,Ranger Cab. Dupla,Pick-up Grande,2.2,2.2 ,180000.0,47000,Automático,2021,4,Diesel,Não Aceita Troca,Preto,Não,04/05/2023
Jeep,Renegade,Jipe,Limited,Limited 1.8 4x2 Flex 16V Aut. ,119900.0,38000,Automático,2020,4,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,2.4,2.4 16v 2.4 16V MULTIAIR FLEX FREEDOM AUTOMÁTICO ,91990.0,95000,Automático,2017,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Fiat,Uno,Hatch Compacto,1.0,1.0 8v 1.0 MPI MILLE WAY ECONOMY 8V FLEX 4P MANUAL ,25900.0,555,Manual,2009,4,Bi-Combustível,Aceito Troca,Preto,Não,04/05/2023
Fiat,Strada Cab Dupla,Pick-up Compacta,1.4,1.4 8v 1.4 MPI HARD WORKING CS 8V FLEX 2P MANUAL ,57900.0,99647,Manual,2018,2,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Chevrolet,Silverado,Pick-up Grande,8v,8v 6.6 V8 DURAMAX DIESEL 2500HD CHASSI 4WD AUTOMÁTICO ,1090000.0,42700,Automático,2021,4,Diesel,Aceito Troca,Preto,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,Volcano,Volcano 2.0 diesel AT9 4x4 ,145900.0,300,Automático,2019,4,Diesel,Aceito Troca,Prata,Não,04/05/2023
Volkswagen,Saveiro Cab Dupla,CrossOver Light,CD,CD Cross ,73000.0,126550,Manual,2015,2,Gasolina,Aceito Troca,Preto,Não,04/05/2023
Fiat,Strada Cab Dupla,Pick-up Compacta,1.4,1.4 8v 1.4 MPI HARD WORKING CS 8V FLEX 2P MANUAL ,60900.0,61000,Manual,2019,2,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
Audi,A3 Sedan,Sedan Superior,1.4,1.4 16v A3 Sedan 1.4/ Attraction 16V TB FSI S-tronic ,76990.0,65000,Automático,2014,4,Gasolina,Aceito Troca,Prata,Não,04/05/2023
Audi,A4,Sedan Superior,2.0,2.0 16v Ambient TFSi Stron ,144900.0,90000,Automático,2018,4,Gasolina,Aceito Troca,Azul,Não,04/05/2023
Jeep,Compass,SUV,2.0,2.0 16v TRAILHAWK ,173000.0,17000,Automático,2020,4,Diesel,Não Aceita Troca,Branco,Não,04/05/2023
Jeep,Renegade,Jipe,Longitude,Longitude T270 4x2 AT6 ,130900.0,300,Automático,2022,4,Bi-Combustível,Aceito Troca,Prata,Não,04/05/2023
Fiat,Toro,Pick-up Compacta,Freedom,Freedom 2.0 16V 4x4 Diesel Aut. ,112890.0,95303,Automático,2019,4,Diesel,Aceito Troca,Preto,Não,04/05/2023
Volkswagen,Saveiro Cab. Simples,Pick-up Compacta,1.6,1.6 8v 1.6 MSI ROBUST CS 8V FLEX 2P MANUAL ,58900.0,77196,Manual,2019,2,Bi-Combustível,Aceito Troca,Branco,Não,04/05/2023
